timestamp,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore
1718074800000,68268.62,68488.0,68170.0,68464.0,1288.03235,1718078399999,88029087.5427086,54927,711.22479,48605107.9159605,0
1718078400000,68464.0,68464.0,67617.0,68024.04,3130.15278,1718081999999,212799179.4064372,98394,1434.12137,97501194.4187897,0
1718082000000,68024.03,68056.28,67657.03,67903.57,1529.1594,1718085599999,103765101.4433782,49695,750.48368,50927267.3281318,0
1718085600000,67903.58,67974.49,67325.0,67692.0,1795.62101,1718089199999,121524618.4082499,69217,798.83877,54078571.2431046,0
1718089200000,67691.99,67844.76,67526.95,67570.18,1342.86514,1718092799999,90936830.2464773,49577,779.71616,52802016.6093375,0
1718092800000,67570.18,67641.03,67284.38,67516.74,1502.84818,1718096399999,101396175.2478576,62088,794.46892,53601055.7993834,0
1718096400000,67516.75,67662.49,66900.0,67084.34,2014.92142,1718099999999,135458786.5019189,86360,810.07181,54485968.6641717,0
1718100000000,67084.33,67303.46,66732.0,66961.99,2002.2537,1718103599999,134287429.9635757,92972,979.37754,65708917.7365051,0
1718103600000,66961.99,67123.13,66762.58,66890.01,1762.47556,1718107199999,117964351.101397,69565,938.41335,62817693.2236432,0
1718107200000,66890.0,67194.31,66790.8,67019.99,1589.99015,1718110799999,106542674.2962779,72384,913.84464,61245938.8993245,0
1718110800000,67020.0,67278.88,66568.35,66812.0,2543.43037,1718114399999,170324658.5165408,98490,1172.10476,78497632.6118309,0
1718114400000,66812.01,67103.42,66776.81,66851.26,1417.57274,1718117999999,94892844.8470328,56843,696.74388,46643179.9122776,0
1718118000000,66851.27,67076.0,66051.0,66244.48,3798.63037,1718121599999,252699602.4313096,164861,1780.02117,118454088.1234872,0
1718121600000,66244.48,66738.78,66161.26,66487.47,1997.24793,1718125199999,132896428.2987127,89938,1043.72898,69443978.4453349,0
1718125200000,66487.48,66805.98,66175.0,66770.99,1527.13797,1718128799999,101532725.5402327,93164,818.01895,54392907.5882552,0
1718128800000,66771.0,67229.93,66652.39,67117.3,1607.24429,1718132399999,107734982.0812081,64408,768.34158,51491359.8412127,0
1718132400000,67117.31,67586.64,67070.51,67407.01,1419.52041,1718135999999,95565871.2515225,62911,671.384,45197279.7975767,0
1718136000000,67407.02,67500.0,67173.92,67290.07,840.01284,1718139599999,56553293.2254549,35002,351.47857,23662579.2091237,0
1718139600000,67290.07,67396.62,67202.26,67396.61,414.56314,1718143199999,27900451.7314902,23001,191.56381,12892280.4402572,0
1718143200000,67396.61,67572.54,67311.42,67360.22,500.47608,1718146799999,33748010.5811123,27063,208.15139,14035866.9265998,0
1718146800000,67360.22,67588.22,67309.91,67314.24,631.2234,1718150399999,42568459.7999275,27914,281.83513,19010118.0282742,0
1718150400000,67314.23,67436.53,67183.47,67199.99,565.54988,1718153999999,38056781.9195251,29855,197.69413,13300976.3063624,0
1718154000000,67199.99,67240.0,66905.0,67180.01,889.30788,1718157599999,59622843.8207719,65467,355.18238,23810939.2961699,0
1718157600000,67180.0,67596.15,67128.08,67415.25,877.47097,1718161199999,59150865.0382993,53088,438.25534,29541870.7094494,0
